letter,question,answer
ق,المركبة الفضائية التي يصنعها الإنسان وتطلق لتدور حول الأرض لأغراض البث التلفزيوني والاتصالات والطقس؟,قمر صناعي
ق,الحصون والمباني التاريخية الضخمة والمنيعة التي بنيت في المرتفعات قديماً لحماية المدن من الأعداء؟,قلاع
ق,النماذج والأشكال المجوفة التي يصب فيها السائل أو المعدن المنصهر ليأخذ شكلها بعد أن يتصلب؟,قوالب
ق,المركبات المائية الصغيرة والمكشوفة التي تستخدم للتنقل السريع أو الصيد في الأنهار والبحيرات؟,قوارب
ق,المباني الفخمة والواسعة جداً والمحاطة بالحدائق والتي تعتبر سكناً ومقراً للملوك والأمراء والأثرياء؟,قصور
ق,القوس الملون والجميل الذي يظهر في السماء نتيجة لانكسار وتحلل ضوء الشمس عبر قطرات المطر؟,قوس قزح
ق,الطبقة الخارجية والصلبة التي تغطي كوكب الأرض أو الغلاف الخارجي الذي يحمي الفواكه وجذوع الشجر؟,قشرة
ق,الحيوانات الأليفة والمنزلية المستأنسة التي تحب اللعب وتموء وتعتبر من فصيلة السنوريات الصغيرة؟,قطط
ق,الأسماك البحرية المفترسة والخطيرة التي تمتلك فكوكاً ضخمة وحاسة شم قوية جداً لقطرات الدم؟,قروش
ق,اللصوص والمجرمون المسلحون الذين يعترضون السفن في عرض البحر لنهب حمولتها وترويع طواقمها؟,قراصنة

ك,الحيوانات الوفية والمستأنسة التي تستخدم للحراسة ورعي الأغنام وتتصف بحاسة الشم القوية؟,كلاب
ك,اللوحة الإلكترونية المستطيلة والمليئة بالأزرار والأحرف وتستخدم لإدخال النصوص والأوامر للحاسوب؟,كيبورد
ك,قطع الأثاث المخصصة للجلوس والمزودة بمسند للظهر وتوجد في المنازل والمكاتب والمطاعم؟,كراسي
ك,عزة النفس والأنفة والاعتزاز الشديد بالكرامة والذي يمنع الإنسان من قبول الذل أو الإهانة؟,كبرياء
ك,الأوعية الزجاجية أو المجسمات الذهبية والفضية التي تمنح للفرق الفائزة في البطولات كرمز للانتصار؟,كؤوس
ك,الأجرام الصخرية الفضائية الصغيرة التي تدور حول الشمس ويتواجد معظمها بين مداري المريخ والمشتري؟,كويكبات
ك,المؤلفات المطبوعة والمجلدة التي تحتوي على صفحات مليئة بالمعلومات والقصص والعلوم للقراءة؟,كتب
ك,الأجهزة البصرية الدقيقة والمتقدمة التي تستخدم لالتقاط الصور الثابتة وتسجيل مقاطع الفيديو؟,كاميرات
ك,الأسلاك المعدنية السميكة والمغلفة بالبلاستيك والتي تستخدم لنقل الطاقة الكهربائية أو الاتصالات بين المدن؟,كابلات
ك,التجاويف والفتحات الطبيعية العميقة والمظلمة داخل الجبال أو تحت الأرض والتي سكنها الإنسان القديم؟,كهوف
ك,الأموال والمجوهرات والذهب الثمين المخبأ والمدفون تحت الأرض أو في قاع البحر ويبحث عنه المغامرون؟,كنوز
ك,رجال الدين والمشرفون على المعابد والطقوس الدينية في الحضارات القديمة كالفراعنة واليونان؟,كهنة
ل,العملات النقدية الرسمية المستخدمة في بعض الدول كتركيا ولبنان وسوريا وتسمى؟,ليرات
ل,نوع من المكسرات اللذيذة والمفيدة جداً تستخرج من شجرة ذات أزهار جميلة ويستخرج منها زيت مفيد للشعر؟,لوز
ل,الأحجار الكريمة الكروية والثمينة جداً ذات اللون الأبيض أو الزهري والتي تستخرج من محار البحر؟,لآلئ
ل,الغدتان الليمفاويتان الموجودتان في مؤخرة الحلق واللتان تلتهبان كثيراً عند الأطفال ويتم استئصالهما أحياناً؟,لوزتين
ل,الخيط الدقيق والطبيعي الموجود في النباتات والعضلات أو الخشن الذي يستخدم في تنظيف وغسل الأواني؟,ليف
ل,الأسطح القماشية أو الخشبية التي يرسم عليها الفنانون إبداعاتهم وتعلق على الجدران للزينة؟,لوحات
ل,النشاط الترفيهي أو المسابقة ذات القواعد المحددة التي تهدف إلى التسلية والتحدي العقلي أو البدني؟,لعبة
ل,العضلات والأنسجة الحيوانية كالبقر والغنم التي تعتبر المصدر الأساسي للبروتين وتسمى؟,لحوم حمراء
ل,الفترات المظلمة من اليوم التي تبدأ بغروب الشمس وتخصص للراحة والنوم وتتزين بالنجوم والقمر؟,ليالي
ل,الفعل الإجرامي المتمثل في سرقة ممتلكات وأموال الآخرين خفية بطرق ملتوية وغير مشروعة وتسمى؟,لصوصية
ل,الأشخاص الرياضيون الذين يشاركون ويمارسون رياضة معينة ضمن فريق ككرة القدم أو السلة؟,لاعبون
ل,المشروب الصيفي البارد والمنعش جداً والذي يعصر من الليمون الطازج ويحلى بالسكر والنعناع؟,ليموناضة
ل,الوحدات القياسية العالمية والمستخدمة لقياس حجم السوائل كالماء والعصائر والوقود؟,لترات


م,السوائل الشفافة والضرورية للحياة التي تغطي معظم كوكب الأرض وتجري في الأنهار والبحار؟,مياه
م,الأدوات المعدنية الصغيرة والمسننة التي تستخدم لفتح وإغلاق الأقفال والأبواب أو تشغيل السيارات؟,مفاتيح
م,الأشخاص المتخصصون والمحترفون في تصميم وبناء الجسور والآلات وتطبيق النظريات العلمية على الواقع؟,مهندسون
م,الأدوات اليدوية الحادة المكونة من شفرتين متقاطعتين وتستخدم لقص الورق والقماش والشعر؟,مقصات
م,نقاط الارتباط الحيوية والمرنة بين عظام الجسم والتي تسمح للإنسان بالحركة وثني الأطراف كالركبة والكوع؟,مفاصل
م,القطع المعدنية المدببة التي تطرق بالمطرقة لتثبيت الأخشاب والأشياء ببعضها بقوة؟,مسامير
م,المسطحات المائية المالحة والشاسعة جداً التي تفصل بين قارات العالم كالهادي والأطلسي؟,محيطات
م,المؤسسات والمباني التعليمية التي يذهب إليها الطلاب يومياً لتلقي العلم والمعرفة والتربية؟,مدارس
م,الغرف والمقار الإدارية المجهزة بالطاولات والمخصصة للعمل وإنجاز المهام الوظيفية والاجتماعات؟,مكاتب
م,دور العبادة الطاهرة والمقدسة المخصصة للمسلمين لأداء الصلوات الخمس وتلاوة القرآن الكريم؟,مساجد
م,الأسطح الزجاجية المصقولة التي تعكس الضوء وتظهر صورة الشخص الواقف أمامها لتعديل مظهره؟,مرايا
ن,المؤسسات والكيانات الرياضية والثقافية التي تضم اللاعبين والمدربين وتنافس في البطولات؟,نوادي
ن,الخواتيم واللحظات الأخيرة التي تسبق ختام القصص والمباريات والأفلام وتكشف النتيجة النهائية؟,نهايات
ن,طيور ضخمة جداً وسريعة الركض لا تستطيع الطيران وتدفن رأسها في الرمال في الأساطير الشعبية؟,نعام
ن,حيوانات مفترسة من فصيلة القطط الكبيرة تتميز بجلدها المخطط بالأصفر والأسود وقوتها الهائلة؟,نمور
ن,الحشرات المجتهدة والمفيدة جداً التي تبني خلايا سداسية وتمتص رحيق الأزهار لتنتج العسل الشافي؟,نحل
ن,الأدوات البصرية المكونة من عدسات توضع على العينين لتحسين وتصحيح الرؤية أو الحماية من الشمس؟,نظارات
ن,الأواني والتحف والأدوات القديمة والجميلة المصنوعة من معدن النحاس ذي اللون المائل للاحمرار تسمى؟,نحاسيات
ن,الألسنة الملتهبة والمشتعلة التي تنتج عن احتراق المواد وتصدر حرارة وضوءاً وتستخدم للتدفئة قديماً؟,نيران
ن,الصخور الفضائية التي تخترق الغلاف الجوي وتنجح في الاصطدام بسطح الأرض مخلفة فوهات عميقة؟,نيازك
ن,الفتحات في جدران المنازل والتي تغطى بالزجاج أو الخشب للتهوية ودخول الضوء إلى الغرف؟,نوافذ
ن,الحشرات الصغيرة والمجتهدة التي تعيش في مستعمرات تحت الأرض وتضرب بها الأمثال في التنظيم والعمل؟,نمل
ن,الأشجار الصحراوية الطويلة والمباركة التي تنتج التمر والرطب وتعتبر رمزاً عربياً أصيلاً وتتحمل الحرارة؟,نخيل
ن,الطيور الجارحة والضخمة التي تحلق عالياً جداً وتتميز بمنقارها الحاد ومخالبها القوية وتأكل الجيف؟,نسور
هـ,الهجمات أو العمليات الهجومية المباغتة التي تشنها الجيوش أو اللاعبون في المباريات لضرب الخصم؟,هجمات
هـ,الأجهزة التقنية المحمولة التي نستخدمها يومياً للاتصال والتواصل وتصفح الإنترنت والتطبيقات؟,هواتف
هـ,البناء أو التسلسل التنظيمي الذي يبدأ من قاعدة عريضة ويضيق صعوداً نحو القمة كالإدارات وتسمى؟,هرميات
هـ,الطائرات المروحية التي تمتلك شفرات دوارة في أعلاها وتقلع وتهبط بشكل عمودي ولا تحتاج لمدرج؟,هليكوبترات
هـ,النسيم العليل والأجواء الخارجية المفتوحة والنقية خارج المباني والغرف المغلقة يقال جلست في الـ؟,هواء طلق
هـ,العلم والفن المتخصص في تخطيط وتصميم ورسم المباني والمنشآت وتوزيع المساحات بشكل جمالي وعملي؟,هندسة معمارية
هـ,الخسائر والإخفاقات المتتالية وعدم القدرة على تحقيق الانتصار في المعارك أو المسابقات؟,هزائم
هـ,صغار القطط اللطيفة والجميلة التي تحب اللعب وتموء بصوت خافت وتحتاج للرعاية؟,هررة
هـ,البنيات العظمية الداخلية التي تدعم أجسام الكائنات أو الإطارات الحديدية التي تدعم المباني؟,هياكل
هـ,عملية تساقط ونزول قطرات الماء بكثافة من الغيوم الملبدة في السماء إلى سطح الأرض لترويها ويسمى؟,هطول الأمطار
هـ,الخيالات والصور والأصوات غير الحقيقية التي يراها أو يسمعها المريض النفسي وتنفصل عن الواقع؟,هلاوس

هـ,المرتفعات الأرضية الواسعة والمسطحة التي تكون أعلى من السهول وأقل ارتفاعاً من الجبال الشاهقة؟,هضاب
و,الوسائل المتعددة والمختلفة التي تستخدم للاتصال أو النقل أو نقل المعلومات كـ التواصل الاجتماعي؟,وسائط
و,التقسيمات الإدارية والجغرافية الكبرى داخل الدولة الفيدرالية كـ المتحدة الأمريكية؟,ولايات
و,الأشخاص الذين يحق لهم شرعاً وقانوناً استلام تركة وأموال الشخص المتوفى بحسب صلة القرابة؟,ورثة
و,الزهور الجميلة ذات الرائحة العطرة والأشواك والتي تعتبر رمزاً عالمياً للحب والجمال والهدية الرومانسية؟,ورد
و,الأكياس المحشوة بالقطن أو الريش والناعمة التي يضع عليها النائم رأسه للراحة وتسمى مخدات أو؟,وسائد
و,المادة الرقيقة والمصنوعة من لب الأشجار والمستخدمة في الطباعة والكتابة وتغليف الهدايا؟,ورق
و,الأجزاء الأمامية من رؤوس البشر والتي تضم العينين والأنف والفم وتعبر عن ملامحهم وهويتهم؟,وجوه
و,حصص الطعام اليومية التي يتناولها الإنسان بانتظام كالفطور والغداء والعشاء لتمده بالطاقة؟,وجبات
و,الأطيان اللزجة والمبللة جداً بالماء والتي تلتصق بالأحذية وتعيق سير السيارات بعد هطول الأمطار الغزيرة؟,وحول
و,المبالغ المالية والأشياء الثمينة التي يضعها العملاء كأمانة في البنوك لحفظها أو استثمارها؟,ودائع
و,كبار المسؤولين السياسيين في الحكومة والذين يديرون قطاعات الدولة كالصحة والتعليم والداخلية؟,وزراء
و,المناطق المنخفضة والضيقة الممتدة بين الجبال والتلال والتي تجري فيها مياه السيول والأنهار؟,وديان
و,العملية الطبيعية لخروج الجنين من رحم أمه وبداية حياته في العالم الخارجي ويحتفل بذكرى يومها سنوياً؟,ولادة
ي,الشعب العريق والمتحضر الذي يسكن دولة كوكب اليابان ويشتهر بالانضباط والتطور التكنولوجي الهائل؟,يابانيون
ي,نبات عطري يتميز ببذوره الصغيرة ذات النكهة الحلوة ويشرب كمغلي ساخن لتهدئة الأعصاب والمغص؟,يانسون
ي,العملة النقدية والرسمية المتداولة في دولة اليابان وتعتبر من أهم العملات في الاقتصاد العالمي؟,ين
ي,المذكرات والدفاتر الشخصية التي يكتب ويدون فيها الإنسان أحداثه وتفاصيل حياته يوماً بيوم بانتظام؟,يوميات
ي,الأجزاء المطوية والمحيطة بالرقبة في القمصان والبدل الرسمية والتي تضفي أناقة على الملابس؟,ياقات
ي,الأكلة الشعبية المكونة من قطع اللحم أو الدجاج المطبوخة ببطء مع الخضار والمرق وتقدم مع الأرز؟,يخنة
ي,الحشرات في مراحل نموها الأولى بعد خروجها من البيضة وتشبه الديدان الصغيرة قبل أن تتحول لفراشات؟,يرقات
ي,حشرة طائرة تمتلك أجنحة شفافة وعيوناً كبيرة وتطير بمهارة عالية فوق البرك والمياه الراكدة وتسمى؟,يعسوب
ي,الحالة الإنسانية للطفل الذي فقد والديه أو أحدهما قبل بلوغه سن الرشد ويحتاج للعطف وكفالة المجتمع؟,يتم
ي,فاكهة شتوية حمضية ولذيذة تشبه البرتقال ولكنها أصغر حجماً وأسهل في تقشيرها وتسمى مندرين أو؟,يوسفي

ي,اسم المعركة الإسلامية التاريخية والفاصلة التي وقعت في بلاد الشام ضد الروم وسميت نسبة لنهر هناك؟,يرموك
ي,الحشرات العجيبة التي تطير ليلاً في الغابات وتشع وتضيء بطونها بنور فسفوري طبيعي وتسمى المضيئة أو؟,يراعات
أ,تفاعل كيميائي ينتج عن اتحاد الأكسجين مع المواد الأخرى ويسبب الصدأ للحديد؟,أكسدة
أ,أعلى رتبة عسكرية في القوات البحرية ويقود الأساطيل الكبرى؟,أدميرال
أ,مشروب أسطوري وخيالي كان يعتقد القدماء أنه يمنح الخلود والشباب الدائم؟,أكسير
أ,الخيوط المشدودة في الآلات الموسيقية كالعود والغيتار والتي تصدر الألحان عند العزف؟,أوتار
أ,المجموعة الكبيرة من السفن الحربية أو التجارية التي تسير معاً تحت قيادة واحدة؟,أسطول
أ,عاصفة هوائية عنيفة جداً وتدور بشكل حلزوني مدمر وتكثر في المحيطات؟,إعصار
أ,الرموز الرياضية التي نستخدمها في العد والحساب والقياس؟,أرقام
أ,الكائنات الحية في مراحل تكوينها الأولى داخل بطون أمهاتها قبل الولادة؟,أجنة
أ,المقاييس الهندسية للفراغ مثل الطول والعرض والارتفاع تسمى؟,أبعاد
أ,حالة نفسية سلبية تصيب الإنسان عندما تفشل محاولاته في تحقيق هدفه المتوقع؟,إحباط
أ,العلم والجهة المسؤولة عن مراقبة وتوقع حالة الطقس وتغيرات المناخ تسمى؟,أرصاد
أ,الخبر الكاذب أو المبالغ فيه الذي ينتشر بسرعة بين الناس دون مصدر موثوق؟,إشاعة
أ,الأمراض الفتاكة وسريعة الانتشار التي تقضي على أعداد كبيرة من البشر؟,أوبئة
أ,الشوارع الضيقة جداً والممرات الصغيرة داخل المدن القديمة والأحياء الشعبية؟,أزقة
أ,القيود الحديدية الثقيلة التي توضع في أيدي وأرجل السجناء لمنعهم من الهرب؟,أصفاد
ب,صخر بركاني أسود وصلب جداً ينتج عن تجمد الحمم البركانية ويستخدم في البناء؟,بازلت
ب,طائر يتميز بألوانه الزاهية وقدرته المذهلة على تقليد أصوات البشر؟,ببغاء
ب,تكوينات صلبة ذات أشكال هندسية منتظمة تنتج عن تجمد المعادن؟,بلورات
ب,الشخص الذي يحترف العناية بالأشجار والزهور وتقليمها في الحدائق؟,بستاني
ب,الجهاز العلمي الدقيق الذي يستخدم لقياس الضغط الجوي للتنبؤ بالطقس؟,بارومتر
ب,القطع الأمامية في لعبة الشطرنج والتي تمثل الجنود المشاة في المعركة؟,بيادق
ب,فصاحة اللسان وقوة البيان والقدرة على إيصال المعنى بأجمل الكلمات وأدقها؟,بلاغة
ب,المنطقة أو الحاجز الفاصل بين شيئين كالبر الذي يفصل بين بحرين؟,برزخ
ب,الشجاعة المتناهية والإقدام المذهل في أرض المعركة ومواجهة الأعداء؟,بسالة
ب,سرعة الفهم واستيعاب الأمور فوراً دون الحاجة لتفكير طويل أو شرح؟,بديهة
ب,الرؤية العميقة وقوة الإدراك التي تجعل الإنسان يرى حقائق الأمور وعواقبها؟,بصيرة
ب,الابتسامة اللطيفة والوجه السمح الذي يستقبل به الشخص ضيوفه وأصدقاءه؟,بشاشة
ب,المنافسات الرياضية الكبرى التي تنتهي بتتويج فريق أو شخص بالكأس؟,بطولات
ب,الصحراء الواسعة والمقفرة التي لا ماء فيها ولا نبات؟,بيداء
ب,الوثائق الرسمية التي تمنح للمخترعين لحفظ حقوقهم في اختراعاتهم تسمى؟,براءات
ت,المادة الدوائية أو العشبية التي تعطل مفعول السم في الجسم وتنقذ الملدوغ؟,ترياق
ت,الخروج على السلطة الحاكمة أو القوانين ورفض الامتثال لها بالقوة؟,تمرد
ت,قوة الصبر والاحتمال والقدرة على تحمل الصعاب والآلام دون شكوى؟,تجلد
ت,الاتفاق والتعاون الوثيق بين دولتين أو أكثر لتحقيق مصالح سياسية مشتركة؟,تحالف
ت,انتقال الأفكار والمشاعر من عقل شخص إلى آخر عن بعد دون استخدام الحواس؟,تخاطر
ت,المرتفعات والمنخفضات والوديان والجبال التي تشكل سطح القشرة الأرضية؟,تضاريس
ت,الكلمات أو الطلاسم التي تعلق لجلب الحظ أو دفع الأذى في الأساطير؟,تعويذة
ت,الحوار والنقاش بين طرفين للوصول إلى تسوية أو حل يرضي الجميع؟,تفاوض
ت,العادات والطقوس الموروثة التي تتناقلها الأجيال في المجتمع وتحافظ عليها؟,تقاليد
ت,الترابط الشديد وقوة الالتصاق بين أجزاء المادة أو بين أفراد المجتمع الواحد؟,تماسك
ت,عملية الحفر العميق في الأرض والبحث عن المعادن الثمينة والآثار والنفط؟,تنقيب
ت,السخرية المبطنة والاستهزاء بالكلام بطريقة ذكية لإظهار التناقض أو النقد؟,تهكم
ت,حركة وتدفق المياه في الأنهار أو تدفق الشحنات الكهربائية في الأسلاك؟,تيار
ت,عملية تحويل البيانات والمعلومات إلى رموز سرية لحمايتها من الاختراق؟,تشفير
ت,معدن صلب جداً ومقاوم للحرارة يستخدم في صناعة خيوط المصابيح الكهربائية؟,تنجستين
ث,المناطق الحدودية الساحلية أو الجبهات المتقدمة التي يخشى دخول العدو منها؟,ثغور
ث,الأعواد الخشبية الصغيرة ذات الرأس المشتعل التي نستخدمها لإشعال النار؟,ثقاب
ث,مصطلح يطلق على مجموعة مكونة من ثلاثة أشياء مترابطة أو ثلاثة أشخاص لا يفترقون؟,ثالوث
ث,الطيات والانثناءات والتجاويف الداخلية للأشياء ويقال في بطون الكتب أو القلب؟,ثنايا
ث,البقية القليلة من السائل التي تبقى في قاع الكأس بعد الانتهاء من الشرب؟,ثمالة
ث,الاستقرار وعدم التغير والرسوخ في المواقف الصعبة والمبادئ؟,ثبات
ث,المرأة التي فقدت ابنها وحزنت عليه حزناً شديداً تسمى في اللغة؟,ثكلى
ث,الأنثى من حيوان الثعلب وتشتهر بالدهاء والمكر في قصص الحيوانات؟,ثعلبة
ث,ما يلبسه الإنسان ليستر به جسده ويحميه من البرد والحر؟,ثياب
ث,البيئة أو الأجواء التي يكسوها الجليد وتنخفض فيها الحرارة لما دون الصفر توصف بأنها؟,ثلجية

ث,المرأة التي تتحدث بكثرة وبشكل متواصل في أمور لا فائدة منها توصف بأنها؟,ثرثارة
ث,الاستقرار واليقين وتأكد وقوع الحدث أو الخبر بشكل لا يقبل الشك؟,ثبوت
ث,الكسر الرياضي الذي يمثل جزأين من أصل ثلاثة أجزاء متساوية يسمى؟,ثلثين
ث,القيم والمبادئ الأساسية الراسخة التي لا تتغير بتغير الزمان والمكان؟,ثوابت
ج,القوات العسكرية المسلحة والمجهزة لحماية الدول وخوض المعارك؟,جيوش
ج,الطبيب المتخصص في إجراء العمليات وفتح جسم المريض لاستئصال الأورام أو العلاج؟,جراح
ج,المنشآت الهندسية المعلقة التي تبنى فوق الأنهار والوديان لربط ضفتين وتسهيل العبور؟,جسور
ج,أصغر التكوينات الكيميائية التي تحتفظ بخصائص المادة وتتكون من ذرات مترابطة؟,جزيئات
ج,معطف أو سترة قصيرة يلبسها الشخص فوق ملابسه العادية للتدفئة أو الأناقة؟,جاكيت
ج,الاجتماع الرسمي أو الودي لفترة محددة للنقاش أو المحاكمة أو شرب القهوة؟,جلسة
ج,اللوحات الفنية الضخمة التي ترسم مباشرة على الجدران الكبيرة وتزين الشوارع أو القصور؟,جداريات
ج,حالة السكون التام وعدم الحركة أو التطور وتطلق على تصلب المشاعر والأفكار؟,جمود
ج,إنكار الفضل والجميل وعدم شكر من قدم لك معروفاً وهي صفة مذمومة؟,جحود

ج,الأغطية الجلدية الرقيقة التي تحمي العيون وترمش باستمرار لترطيبها؟,جفون
ج,الأجزاء السفلية والصلبة من الأشجار والتي تحمل الأغصان وتتصل بالجذور؟,جذوع
ج,الوباء العالمي الذي ينتشر عبر قارات متعددة ويصيب أعداداً هائلة من البشر؟,جائحة
ج,جماعة من الناس تعيش في دولة أجنبية وتحتفظ بهويتها وثقافتها الأصلية؟,جالية

ح,المهنة والحرفة التي تعتمد على طرق وتشكيل المعادن باستخدام النار والمطرقة؟,حدادة
ح,الكتل الصخرية الصلبة التي تستخرج من الجبال وتستخدم في البناء ورصف الطرق؟,حجارة
ح,المبنى العسكري المنيع والمحاط بالأسوار العالية والذي كان يستخدم للدفاع قديماً؟,حصن
ح,الفترة الزمنية الطويلة والمحددة من التاريخ التي تميزت بأحداث معينة؟,حقبة
ح,الشخص الذي يحترف قطع الأشجار وتجميع الأخشاب لبيعها كوقود للتدفئة؟,حطاب
ح,الاسم العربي القديم والفصيح لحبوب القمح التي نصنع منها الخبز؟,حنطة
ح,الصخور السائلة والمنصهرة وشديدة الحرارة التي تتدفق من فوهة البركان؟,حمم
ح,الأشخاص المكلفون بحماية ومراقبة الأماكن المهمة والشخصيات والممتلكات؟,حراس
ح,الأراضي الزراعية الواسعة والممتدة التي تزرع فيها المحاصيل كالقمح والذرة؟,حقول
ح,الموقف السياسي الذي تتخذه الدولة بعدم التدخل والانحياز لأي طرف في النزاعات الدولية؟,حياد
ح,تطويق مدينة أو قلعة بالجيوش من كل الجهات لمنع الإمدادات عنها وإجبارها على الاستسلام؟,حصار
ح,المعاهدة والاتفاق الرسمي بين دولتين أو قبيلتين للتعاون المشترك والدفاع المتبادل؟,حلف
ح,المانع المادي أو المعنوي الذي يفصل بين شيئين أو يمنع العبور من خلاله؟,حاجز
ح,المركبة البرية الكبيرة المخصصة لنقل عدد كبير من الركاب في النقل العام؟,حافلة
ح,المنع من الحصول على شيء مستحق أو مرغوب فيه كـ المنع من الميراث أو التعليم؟,حرمان
خ,نبات عطري يتميز بأزهاره البنفسجية الفاتحة ورائحته المهدئة ويستخدم في صناعة أفخر العطور؟,خزامى
خ,الثدييات الطائرة الوحيدة التي تنشط ليلاً وتنام مقلوبة وتعتمد على صدى الصوت؟,خفافيش
خ,المسطحات المائية المتوغلة داخل اليابسة وتعتبر مرافئ طبيعية للسفن؟,خلجان
خ,الأسلحة البيضاء القصيرة والمقوسة التي تلبس للزينة أو تستخدم للطعن من مسافة قريبة؟,خناجر
خ,الحرفي المتخصص في أخذ المقاسات وقص الأقمشة وخياطتها لتفصيل الملابس؟,خياط
خ,التخلي عن الصديق وعدم نصرته وقت الحاجة الماسة وتخييب آماله وثقته بك؟,خذلان
خ,الخضوع التام والسكينة والتذلل لله عز وجل أثناء الصلاة والدعاء؟,خشوع
خ,عملية نقل ملكية الشركات والمؤسسات الحكومية إلى القطاع الخاص لتحسين كفاءتها؟,خصخصة
خ,الرسومات التوضيحية الورقية أو الرقمية التي تبين تضاريس الأرض وحدود الدول والطرق؟,خرائط
خ,المادة الملونة التي تستخدم لتلوين الشعر أو النقش على اليدين كالحناء وتسمى؟,خضاب
خ,المساكن المتنقلة المصنوعة من القماش والوبر والتي تنصب في الصحاري والرحلات؟,خيام
خ,الأغطية الصلبة والمتينة التي يرتديها الجنود أو سائقو الدراجات لحماية رؤوسهم؟,خوذات
خ,النوع من الأدب والأفلام الذي يتحدث عن الفضاء والمخلوقات الفضائية والتكنولوجيا المستقبلية يسمى؟,خيال علمي
خ,الشخص الذي لم يوفق في التجارة أو الرياضة ولم يحقق الفوز والمكسب؟,خاسر
خ,الشخص المتمرس وصاحب التجربة الطويلة والعميقة في مجال علمي أو مهني محدد؟,خبير
د,الصفائح المعدنية القوية التي يمسكها المحاربون بأيديهم لصد ضربات السيوف والسهام؟,دروع
د,الجزء الخلفي والمغمور في السفينة والذي يتحكم في توجيهها وتغيير مسارها يميناً ويساراً؟,دفة
د,الشخص المحتال والمخادع الذي يدعي المعرفة والصلاح ويقوم بأعمال السحر والشعوذة ليخدع الناس؟,دجال
د,المبنى الديني المنعزل الذي يسكنه الرهبان والراهبات للتعبد والابتعاد عن الحياة المادية؟,دير
د,الوثائق القانونية العليا التي تحدد نظام الحكم وقوانين الدول وتخضع لها جميع التشريعات؟,دساتير
د,الكتب الصغيرة المكونة من أوراق مسطرة والمخصصة للكتابة وتدوين الملاحظات والدروس؟,دفاتر
د,الممر الضيق والطويل داخل المباني والمنازل والذي يربط بين الغرف المختلفة؟,دهليز
د,الزواحف المنقرضة والعملاقة التي حكمت الأرض لملايين السنين قبل ظهور البشر؟,ديناصورات
د,الثدييات البحرية شديدة الذكاء والمرحة التي تعتبر صديقة للإنسان؟,دلافين
د,قطرة الماء المالحة التي تفيض من العين نتيجة البكاء من الحزن أو الفرح؟,دمع
د,القطعة المعدنية الصغيرة ذات الرأس المدبب المستخدمة في تثبيت الأوراق والملابس؟,دبوس
د,الطلب والادعاء الرسمي الذي يرفعه شخص ضد آخر في المحكمة للمطالبة بحق مسلوب؟,دعوى
د,الحافز النفسي أو السبب الخفي الذي يجعل الإنسان يتصرف بطريقة معينة أو يرتكب فعلاً ما؟,دافع
د,الشخص الغريب الذي يقتحم ويدخل على مجموعة أو مجتمع ليس منهم ولا ينتمي إليهم؟,دخيل
د,الأعمدة والركائز الأساسية التي ترفع البناء وتثبته وتطلق مجازاً على أسس المجتمع؟,دعائم
ذ,اللون أو الشيء المصنوع من المعدن النفيس الأصفر البراق ويقال عنه شيء؟,ذهبي
ذ,العقل وقوة الإدراك والقدرة على التفكير والاستيعاب ويقال فلان حاضر الـ؟,ذهن
ذ,الحيوانات المفترسة التي تعوي ليلاً وتصطاد في قطعان وتشبه الكلاب البرية؟,ذئاب
ذ,الخوف الشديد والفزع الجماعي الذي يصيب الناس فجأة عند وقوع كارثة أو سماع صوت مدو؟,ذعور
ذ,الأبناء والأحفاد والنسل الذي يمتد من أصل الإنسان ويقال اللهم بارك في؟,ذرية
ذ,الطرفان العلويان في جسم الإنسان اللذان يمتدان من الكتف إلى أطراف الأصابع؟,ذراعان
ذ,الشخص الخبير والذي يمتلك حساً عالياً في تذوق الأطعمة والمشروبات وتقييم جودتها؟,ذواق
ذ,الأجزاء السفلية والبارزة من الوجوه والتي ينبت فيها شعر اللحية عند الرجال؟,ذقون
ذ,الأطراف الخلفية المتدلية لبعض الحيوانات كالخيول والقطط والتي تستخدم للتوازن؟,ذيول
ذ,الحشرات الطائرة والمزعجة جداً التي تتكاثر في الصيف وتنقل الأمراض؟,ذبابات
ذ,الخطأ الأخلاقي أو المعصية التي يرتكبها الإنسان ويشعر بعدها بالندم وتأنيب الضمير؟,ذنب
ذ,الحجج والأعذار الواهية التي يختلقها الشخص لتبرير أفعاله وتصرفاته غير المقنعة؟,ذرائع
ذ,القمم العالية جداً للجبال أو أعلى مستويات المجد والنجاح التي يصل لها الإنسان؟,ذرى
ذ,الأنعام التي تنحر وتذبح في المناسبات والأعياد لتقديم لحومها للضيوف؟,ذبائح
ذ,الشخص المهان والمكسور الذي فقد كرامته وعزته وخضع لسلطة ظالمة؟,ذليل
ر,العضوان الإسفنجيان داخل القفص الصدري والمسؤولان عن عملية التنفس الأساسية؟,رئتان
ر,الأشخاص المدربون والمسافرون في مركبات فضائية لاستكشاف الكواكب خارج الغلاف الجوي؟,رواد فضاء
ر,الجهاز اللاسلكي الذي يستقبل الموجات الصوتية ويبث البرامج والأخبار والموسيقى للمستمعين؟,راديو
ر,القطعة المعدنية القاتلة والمنطلقة بسرعة هائلة من فوهة البندقية أو المسدس؟,رصاصة
ر,الأسلحة القديمة المكونة من عصي طويلة جداً في نهايتها نصل معدني حاد للطعن؟,رماح
